"Frame","N_Person","Xcenter","Ycenter","PerXmin","PerYmin","PerXmax","PerYmax","N_Handgun","HgXcenter","HgYcenter","HgXmin","HgYmin","HgXmax","HgYmax","Intersection","Included_Center","Intersection_Area","Hg_Area","Distance","Ground_Truth"
"324","0","477.7355652","311.1264038","397.9710846","159.6628876","557.5000458","462.58992","0","403.4041748","192.3435516","385.9968643","176.7949657","420.8114853","207.8921375","Center_left","1","710.271864","1082.636249","140.1232371","1"
"324","1","356.2859497","309.4933472","303.8378677","154.2886505","408.7340317","464.6980438","0","403.4041748","192.3435516","385.9968643","176.7949657","420.8114853","207.8921375","Up_right","1","707.0615992","1082.636249","126.2703517","0"
"325","0","477.5393372","311.0719299","397.5294647","159.7352448","557.5492096","462.4086151","0","403.4156494","192.3253021","386.0780792","176.7537966","420.7532196","207.8968077","Center_left","1","723.2576559","1079.888282","139.9824371","1"
"325","1","356.2861938","309.5164185","303.9463005","154.3023987","408.6260872","464.7304382","0","403.4156494","192.3253021","386.0780792","176.7537966","420.7532196","207.8968077","Up_right","1","702.2128622","1079.888282","126.3128787","0"
"326","0","477.127533","311.160614","396.6962051","160.4586945","557.5588608","461.8625336","0","402.8690796","191.9845581","385.098135","176.7816782","420.6400242","207.187438","Center_left","1","728.0300109","1080.678146","140.4181263","1"
"326","1","355.3025818","309.9933777","303.010006","154.8421021","407.5951576","465.1446533","0","402.8690796","191.9845581","385.098135","176.7816782","420.6400242","207.187438","Up_right","1","684.0390665","1080.678146","127.2346384","0"
"327","0","476.7432861","311.0256348","396.1663437","159.7861023","557.3202286","462.2651672","0","402.2011108","192.6607819","383.4617939","177.3562517","420.9404278","207.965312","Center_left","1","758.3114335","1147.185764","139.8812865","1"
"327","1","355.5946045","309.2080078","302.551075","154.64711","408.638134","463.7689056","0","402.2011108","192.6607819","383.4617939","177.3562517","420.9404278","207.965312","Up_right","1","770.624112","1147.185764","125.5206051","0"
"328","0","474.1407776","310.7844543","390.6564484","158.6095734","557.6251068","462.9593353","0","410.8202209","191.0719604","395.9072113","177.8163347","425.7332306","204.3275862","Inside","1","790.7250971","790.7250971","135.4273757","1"
"328","1","355.0230103","309.615448","302.5876427","154.6659088","407.4583778","464.5649872","0","410.8202209","191.0719604","395.9072113","177.8163347","425.7332306","204.3275862","Up_right","0","306.2358805","790.7250971","131.018652","0"
"329","0","507.321228","316.6716919","468.2670097","172.802887","546.3754463","460.5404968","0","411.6459351","192.1270142","397.0390949","178.3654013","426.2527752","205.8886271","No_intersection","0","0","804.054718","157.0513879","0"
"329","1","474.2540894","310.7102661","391.2691574","157.9730682","557.2390213","463.447464","0","411.6459351","192.1270142","397.0390949","178.3654013","426.2527752","205.8886271","Inside","1","804.054718","804.054718","134.0961171","1"
"329","2","355.339325","309.2905273","302.2905159","154.0015411","408.388134","464.5795135","0","411.6459351","192.1270142","397.0390949","178.3654013","426.2527752","205.8886271","Up_right","0","312.362165","804.054718","129.9912426","0"
"330","0","472.3734436","311.0241699","387.6108246","157.8413086","557.1360626","464.2070313","0","410.8149109","192.8743134","396.9865141","178.1926126","424.6433077","207.5560141","Inside","1","812.0975321","812.0975321","133.2247783","1"
"330","1","354.9006653","310.2319336","300.6944351","156.0133362","409.1068954","464.450531","0","410.8149109","192.8743134","396.9865141","178.1926126","424.6433077","207.5560141","Up_right","0","355.895623","812.0975321","129.9969765","0"
"331","0","472.1557922","310.9242859","386.9564667","157.8990326","557.3551178","463.9495392","0","410.7601624","192.8564911","396.8892956","178.0789614","424.6310291","207.6340208","Inside","1","819.9085839","819.9085839","133.0767731","1"
"331","1","354.8164368","310.1827393","300.8693848","155.776123","408.7634888","464.5893555","0","410.7601624","192.8564911","396.8892956","178.0789614","424.6310291","207.6340208","Up_right","0","350.9424855","819.9085839","129.9813407","0"
"332","0","509.0604248","316.6330566","472.1294594","173.5507507","545.9913902","459.7153625","0","411.9102173","193.394989","397.2345695","179.0137138","426.585865","207.7762642","No_intersection","0","0","844.2181139","156.9260467","0"
"332","1","472.5207214","311.2754517","389.0719223","156.4231873","555.9695206","466.1277161","0","411.9102173","193.394989","397.2345695","179.0137138","426.585865","207.7762642","Inside","1","844.2181139","844.2181139","132.5497517","1"
"332","2","355.1013489","311.0172729","300.8841896","155.4766846","409.3185081","466.5578613","0","411.9102173","193.394989","397.2345695","179.0137138","426.585865","207.7762642","Up_right","0","347.5648924","844.2181139","130.6225448","0"
"333","0","510.2507935","316.64505","474.7570572","173.6551514","545.7445297","459.6349487","0","412.2884827","194.847702","397.3076229","178.8925018","427.2693424","210.8029022","No_intersection","0","0","956.090466","156.304857","0"
"333","1","471.0560608","311.2436829","388.3662949","153.9431458","553.7458267","468.54422","0","412.2884827","194.847702","397.3076229","178.8925018","427.2693424","210.8029022","Inside","1","956.090466","956.090466","130.3903854","1"
"333","2","354.5481873","311.0872803","301.6948051","154.6718292","407.4015694","467.5027313","0","412.2884827","194.847702","397.3076229","178.8925018","427.2693424","210.8029022","Up_right","0","322.101873","956.090466","129.7905284","0"
"334","0","354.6984253","316.6302185","300.7189522","164.3323669","408.6778984","468.9280701","0","411.6463013","194.6069794","397.326705","178.7235651","425.9658976","210.4903936","Up_right","0","360.5914153","909.7763202","134.6578311","0"
"334","1","465.9530029","311.8848572","375.3451233","156.0096893","556.5608826","467.760025","0","411.6463013","194.6069794","397.326705","178.7235651","425.9658976","210.4903936","Inside","1","909.7763202","909.7763202","129.2413187","1"
"335","0","355.4870605","316.8703918","302.214222","165.0310974","408.7598991","468.7096863","0","411.4746399","194.5817413","396.5901108","178.5036526","426.359169","210.6598301","Up_right","0","391.3338749","957.259121","134.4958107","0"
"335","1","466.3262634","312.0687561","376.5842133","156.8986053","556.0683136","467.2389069","0","411.4746399","194.5817413","396.5901108","178.5036526","426.359169","210.6598301","Inside","1","957.259121","957.259121","129.6607082","1"
"336","0","511.1730652","317.0195618","477.4914742","176.2567291","544.8546562","457.7823944","0","412.1677246","195.3450012","396.6596127","178.0796108","427.6758366","212.6103916","No_intersection","0","0","1071.014429","156.8654077","0"
"336","1","465.5582581","312.0770569","378.3153076","155.0271606","552.8012085","469.1269531","0","412.1677246","195.3450012","396.6596127","178.0796108","427.6758366","212.6103916","Inside","1","1071.014429","1071.014429","128.3624629","1"
"336","2","355.3289795","316.8170776","301.9812546","165.3123932","408.6767044","468.3217621","0","412.1677246","195.3450012","396.6596127","178.0796108","427.6758366","212.6103916","Up_right","0","414.959561","1071.014429","134.1122973","0"
"337","0","511.2935181","316.9995422","477.8227005","175.8419189","544.7643356","458.1571655","0","412.3422546","195.4120483","396.8714838","178.0703602","427.8130255","212.7537365","No_intersection","0","0","1073.157133","156.7637433","0"
"337","1","466.1543274","311.9914246","380.4614563","154.8880005","551.8471985","469.0948486","0","412.3422546","195.4120483","396.8714838","178.0703602","427.8130255","212.7537365","Inside","1","1073.157133","1073.157133","128.3997279","1"
"337","2","355.2694397","316.9089966","301.8468552","165.1943817","408.6920242","468.6236115","0","412.3422546","195.4120483","396.8714838","178.0703602","427.8130255","212.7537365","Up_right","0","409.9762519","1073.157133","134.2341784","0"
"338","0","511.2822571","316.8792725","477.8497963","175.1456299","544.7147179","458.612915","0","411.7670898","195.235733","396.6984053","178.2655811","426.8357744","212.2058849","No_intersection","0","0","1022.871465","157.1636701","0"
"338","1","464.2605896","312.0011902","375.3313141","155.0018311","553.1898651","469.0005493","0","411.7670898","195.235733","396.6984053","178.2655811","426.8357744","212.2058849","Inside","1","1022.871465","1022.871465","128.022418","1"
"338","2","355.2904968","317.1967163","303.1271477","165.759903","407.453846","468.6335297","0","411.7670898","195.235733","396.6984053","178.2655811","426.8357744","212.2058849","Up_right","0","365.0429253","1022.871465","134.4027046","0"
"339","0","511.5134277","316.703949","478.3476067","174.853653","544.6792488","458.554245","0","411.157135","194.9205017","396.7390471","178.4783478","425.575223","211.3626556","No_intersection","0","0","948.2576864","157.805556","0"
"339","1","464.7904663","311.8365479","376.0191879","154.8916321","553.5617447","468.7814636","0","411.157135","194.9205017","396.7390471","178.4783478","425.575223","211.3626556","Inside","1","948.2576864","948.2576864","128.6308519","1"
"339","2","356.2029724","317.054657","303.014679","166.3769531","409.3912659","467.7323608","0","411.157135","194.9205017","396.7390471","178.4783478","425.575223","211.3626556","Up_right","0","416.0594588","948.2576864","133.92801","0"
"340","0","511.2095337","316.7881775","477.6512985","174.8513794","544.7677689","458.7249756","0","411.1952209","194.7793427","397.0044937","178.7941675","425.3859482","210.7645178","No_intersection","0","0","907.3650404","157.7625384","0"
"340","1","464.3417664","311.9441528","374.3684769","155.3331299","554.3150558","468.5551758","0","411.1952209","194.7793427","397.0044937","178.7941675","425.3859482","210.7645178","Inside","1","907.3650404","907.3650404","128.6551516","1"
"340","2","356.5615845","316.8994141","304.3463783","166.4788971","408.7767906","467.319931","0","411.1952209","194.7793427","397.0044937","178.7941675","425.3859482","210.7645178","Up_right","0","376.3644555","907.3650404","133.783953","0"
"341","0","511.0357971","316.8304138","477.2614632","174.6450653","544.8101311","459.0157623","0","411.0740662","194.884491","396.4505739","179.1336946","425.6975584","210.6352873","No_intersection","0","0","921.326591","157.6805497","0"
"341","1","356.9758911","316.6166077","304.8523521","166.1219635","409.0994301","467.1112518","0","411.0740662","194.884491","396.4505739","179.1336946","425.6975584","210.6352873","Up_right","0","398.4591142","921.326591","133.211564","0"
"341","2","464.0177002","311.7296448","373.2480392","155.4451904","554.7873611","468.0140991","0","411.0740662","194.884491","396.4505739","179.1336946","425.6975584","210.6352873","Inside","1","921.326591","921.326591","128.2802337","1"
"342","0","510.8076782","316.9640503","476.7832108","174.3369598","544.8321457","459.5911407","0","411.2500305","194.9828339","396.6513538","178.9596329","425.8487072","211.0060349","No_intersection","0","0","935.6701226","157.452032","0"
"342","1","357.8842468","316.4935303","305.7616119","166.6369934","410.0068817","466.3500671","0","411.2500305","194.9828339","396.6513538","178.9596329","425.8487072","211.0060349","Up_right","0","427.996615","935.6701226","132.7130597","0"
"342","2","465.2362366","312.0090637","376.6922684","156.1278076","553.7802048","467.8903198","0","411.2500305","194.9828339","396.6513538","178.9596329","425.8487072","211.0060349","Inside","1","935.6701226","935.6701226","128.8784269","1"
"343","0","510.8806152","316.9470215","476.9259338","174.1044159","544.8352966","459.7896271","0","411.246582","194.9659576","396.6689577","178.9053135","425.8242064","211.0266018","No_intersection","0","0","936.5041471","157.5002238","0"
"343","1","357.7480164","316.5441284","305.8616257","166.491745","409.634407","466.5965118","0","411.246582","194.9659576","396.6689577","178.9053135","425.8242064","211.0266018","Up_right","0","416.466936","936.5041471","132.8282656","0"
"343","2","464.8179932","312.0135498","375.9345932","155.7815399","553.7013931","468.2455597","0","411.246582","194.9659576","396.6689577","178.9053135","425.8242064","211.0266018","Inside","1","936.5041471","936.5041471","128.7246477","1"
"344","0","511.0209351","316.8488159","477.106144","173.6112061","544.9357262","460.0864258","0","411.4921875","194.9570465","396.4434252","179.0649071","426.5409498","210.8491859","No_intersection","0","0","956.6281165","157.3644656","0"
"344","1","358.0683899","316.1480408","305.1089401","166.2133636","411.0278397","466.0827179","0","411.4921875","194.9570465","396.4434252","179.0649071","426.5409498","210.8491859","Up_right","0","463.555097","956.6281165","132.4437965","0"
"344","2","465.0834656","311.5827332","375.3453369","155.074585","554.8215942","468.0908813","0","411.4921875","194.9570465","396.4434252","179.0649071","426.5409498","210.8491859","Inside","1","956.6281165","956.6281165","128.3494288","1"
"345","0","510.4595337","317.0915527","475.9807472","173.315506","544.9383202","460.8675995","0","411.5604248","195.0386658","396.3805027","179.4611244","426.7403469","210.6162071","No_intersection","0","0","945.8634571","157.0921416","0"
"345","1","358.5640564","316.3640747","305.0231514","167.450592","412.1049614","465.2775574","0","411.5604248","195.0386658","396.3805027","179.4611244","426.7403469","210.6162071","Up_right","1","489.8968111","945.8634571","132.395128","0"
"345","2","466.6956787","311.7913208","378.8069611","156.1879578","554.5843964","467.3946838","0","411.5604248","195.0386658","396.3805027","179.4611244","426.7403469","210.6162071","Inside","1","945.8634571","945.8634571","129.1165314","1"
"346","0","357.5463257","315.9324341","302.9409523","167.6928406","412.1516991","464.1720276","0","411.1390686","195.0037079","395.9204454","180.1680231","426.3576918","209.8393927","Up_right","1","481.6035246","903.1147838","132.2722152","0"
"346","1","464.1004333","311.9963989","371.5340958","157.3375397","556.6667709","466.6552582","0","411.1390686","195.0037079","395.9204454","180.1680231","426.3576918","209.8393927","Inside","1","903.1147838","903.1147838","128.4219448","1"
"347","0","357.4987793","315.7513733","301.5351639","167.6004028","413.4623947","463.9023438","0","410.5873108","195.111618","395.9617538","180.64011","425.2128677","209.5831261","Up_right","1","506.5213296","846.6154589","131.8041833","0"
"347","1","465.7532654","311.6530151","375.1910019","157.0790405","556.3155289","466.2269897","0","410.5873108","195.111618","395.9617538","180.64011","425.2128677","209.5831261","Inside","1","846.6154589","846.6154589","128.9386667","1"
"348","0","355.1272888","312.8057556","302.4858093","161.0946808","407.7687683","464.5168304","0","410.3853149","195.0097504","395.707036","180.8375111","425.0635939","209.1819897","Up_right","0","341.8835129","832.0963258","130.1128291","0"
"348","1","466.3861389","312.0443115","377.6394119","157.8400879","555.1328659","466.2485352","0","410.3853149","195.0097504","395.707036","180.8375111","425.0635939","209.1819897","Inside","1","832.0963258","832.0963258","129.7427485","1"
"349","0","355.1495972","312.7084351","302.6346169","160.7807465","407.6645775","464.6361237","0","410.4151306","195.0266266","395.9281044","180.8058796","424.9021568","209.2473736","Up_right","0","333.8028286","824.065338","130.0126426","0"
"349","1","466.5107727","311.9479065","378.0435104","157.7359467","554.978035","466.1598663","0","410.4151306","195.0266266","395.9281044","180.8058796","424.9021568","209.2473736","Inside","1","824.065338","824.065338","129.681559","1"
"350","0","354.338562","313.2947693","300.9181366","160.4220123","407.7589874","466.1675262","0","410.8799438","198.8105621","396.3083868","182.2592678","425.4515009","215.3618565","Up_right","0","379.0445223","964.7125178","127.6854007","0"
"350","1","467.1626282","311.9914246","379.0753098","157.8902893","555.2499466","466.0925598","0","410.8799438","198.8105621","396.3083868","182.2592678","425.4515009","215.3618565","Inside","1","964.7125178","964.7125178","126.4027222","1"
"351","0","467.4507446","311.2189026","379.7787781","156.8512115","555.1227112","465.5865936","0","410.5507813","198.7531738","395.4850845","182.254467","425.616478","215.2518806","Inside","1","994.2580525","994.2580525","126.0402554","1"
"351","1","352.4716797","311.8363647","296.1988258","160.2657318","408.7445335","463.4069977","0","410.5507813","198.7531738","395.4850845","182.254467","425.616478","215.2518806","Up_right","0","437.5275234","994.2580525","127.1258829","0"
"352","0","469.0296631","310.5921326","385.310463","155.3663177","552.7488632","465.8179474","0","411.3654175","198.9061737","396.3244476","182.9714832","426.4063873","214.8408642","Inside","1","958.692796","958.692796","125.6937494","1"
"352","1","351.5424805","311.0629578","292.4137497","160.6051483","410.6712112","461.5207672","0","411.3654175","198.9061737","396.3244476","182.9714832","426.4063873","214.8408642","Up_right","0","457.2224749","958.692796","127.1138388","0"
"353","0","471.5757446","310.7501526","390.0251694","156.6860199","553.1263199","464.8142853","0","411.2355347","199.0362549","396.7175779","184.0886717","425.7534914","213.9838381","Inside","1","868.0334646","868.0334646","126.9682475","1"
"353","1","350.230011","310.7945251","289.0571899","160.973114","411.402832","460.6159363","0","411.2355347","199.0362549","396.7175779","184.0886717","425.7534914","213.9838381","Up_right","1","439.0181148","868.0334646","127.3247222","0"
"354","0","476.5544434","310.2377014","399.727066","157.2838593","553.3818207","463.1915436","0","410.1103516","199.0348663","396.2489462","184.7858887","423.9717569","213.283844","Center_left","1","690.9241179","790.043422","129.5410663","1"
"354","1","350.227417","310.1096802","287.9929886","160.7867279","412.4618454","459.4326324","0","410.1103516","199.0348663","396.2489462","184.7858887","423.9717569","213.283844","Up_right","1","462.0344773","790.043422","126.1886688","0"
"355","0","476.6035767","310.2476501","399.8033295","157.3118134","553.4038239","463.1834869","0","410.0731506","199.0261383","396.239274","184.7693853","423.9070272","213.2828913","Center_left","1","687.2809296","788.9046457","129.6013977","1"
"355","1","350.2697449","310.0980835","288.0757332","160.7780457","412.4637566","459.4181213","0","410.0731506","199.0261383","396.239274","184.7693853","423.9070272","213.2828913","Up_right","1","462.6168791","788.9046457","126.1484219","0"
"356","0","475.1590271","310.2801208","395.9638596","157.654953","554.3541946","462.9052887","0","409.3764343","199.3777313","394.6282854","185.0897341","424.1245832","213.6657286","Center_left","1","804.7206849","842.8860445","128.9445211","1"
"356","1","348.5712585","310.917511","284.7510834","163.4252014","412.3914337","458.4098206","0","409.3764343","199.3777313","394.6282854","185.0897341","424.1245832","213.6657286","Up_right","1","507.5996282","842.8860445","127.0369704","0"
"357","0","474.2008972","310.048645","392.5372925","159.0840759","555.864502","461.0132141","0","402.4198303","199.0391998","382.187788","182.0750103","422.6518726","216.0033894","Center_left","1","1021.738891","1372.880801","132.19538","1"
"357","1","347.0861816","309.5450439","284.7727356","161.9415283","409.3996277","457.1485596","0","402.4198303","199.0391998","382.187788","182.0750103","422.6518726","216.0033894","Up_right","1","923.2536114","1372.880801","123.5854128","0"
"358","0","473.8332825","309.9456482","392.2008133","159.2037506","555.4657516","460.6875458","0","400.7537231","199.187561","378.1312122","182.481451","423.3762341","215.893671","Center_left","1","1041.640017","1511.736623","132.6950484","1"
"358","1","346.4755554","309.9832458","285.0228348","162.7000122","407.9282761","457.2664795","0","400.7537231","199.187561","378.1312122","182.481451","423.3762341","215.893671","Up_right","1","995.586052","1511.736623","123.3766723","0"
"359","0","471.9500732","309.2748718","389.9950027","156.468277","553.9051437","462.0814667","0","402.0462952","199.6255798","381.3133602","182.4557114","422.7792301","216.7954483","Center_left","1","1125.801744","1423.927064","130.0365542","1"
"359","1","346.772644","308.6029663","286.4661636","160.5558929","407.0791245","456.6500397","0","402.0462952","199.6255798","381.3133602","182.4557114","422.7792301","216.7954483","Up_right","1","884.7895659","1423.927064","122.1934829","0"
"360","0","471.5358276","309.2677612","388.2888489","158.2073364","554.7828064","460.328186","0","400.7743225","199.5798798","379.7670803","182.8657589","421.7815647","216.2940006","Center_left","1","1119.602601","1404.470341","130.5320725","1"
"360","1","346.5456848","307.9545288","286.5581741","160.6514435","406.5331955","455.2576141","0","400.7743225","199.5798798","379.7670803","182.8657589","421.7815647","216.2940006","Up_right","1","894.7441687","1404.470341","121.1850226","0"
"361","0","471.4846191","309.2493286","388.1577377","158.2386475","554.8115005","460.2600098","0","400.7955933","199.5940552","379.8066597","182.8709221","421.7845268","216.3171883","Center_left","1","1124.690539","1404.002917","130.4653876","1"
"361","1","346.5184326","307.9340515","286.5452728","160.6297913","406.4915924","455.2383118","0","400.7955933","199.5940552","379.8066597","182.8709221","421.7845268","216.3171883","Up_right","1","892.5113622","1404.002917","121.1757607","0"
"362","0","470.2504272","309.5536804","384.6435165","158.7360077","555.857338","460.3713531","0","400.4244995","200.2628174","379.1516914","183.775938","421.6973076","216.7496967","Center_left","1","1221.802765","1402.888881","129.6925323","1"
"362","1","344.1890564","307.2176208","284.8892593","160.897934","403.4888535","453.5373077","0","400.4244995","200.2628174","379.1516914","183.775938","421.6973076","216.7496967","Up_right","1","802.4877078","1402.888881","120.837722","0"
"363","0","342.7168579","308.8276062","284.7024155","161.5007629","400.7313004","456.1544495","0","400.6148071","202.3699646","378.7507038","185.6159878","422.4789104","219.1239414","Up_right","1","736.52481","1465.242721","121.1833404","0"
"363","1","468.9691467","309.7154541","381.5086441","158.2523956","556.4296494","461.1785126","0","400.6148071","202.3699646","378.7507038","185.6159878","422.4789104","219.1239414","Center_left","1","1372.829785","1465.242721","127.2610304","1"
"364","0","340.6966858","307.7703247","285.8086166","156.6726227","395.5847549","458.8680267","0","401.9620667","205.2546692","380.1384544","189.2683744","423.7856789","221.2409639","Up_right","0","493.8582253","1395.514789","119.4274111","0"
"364","1","471.5306396","309.6453247","386.4418182","157.4458618","556.6194611","461.8447876","0","401.9620667","205.2546692","380.1384544","189.2683744","423.7856789","221.2409639","Center_left","1","1193.979926","1395.514789","125.4479785","1"
"365","0","335.6253357","306.4995728","283.3062172","155.5270538","387.9444542","457.4720917","0","402.6152954","204.0467224","380.7821426","193.2516918","424.4484482","214.841753","Up_right","0","154.6347447","942.7582085","122.4101354","0"
"365","1","468.2073975","310.1402588","377.6827469","159.5185242","558.732048","460.7619934","0","402.6152954","204.0467224","380.7821426","193.2516918","424.4484482","214.841753","Inside","1","942.7582085","942.7582085","124.7323627","1"
"366","0","334.4938049","305.556488","282.018898","153.0574036","386.9687119","458.0555725","0","402.4501038","209.6068726","382.6347752","195.8979549","422.2654324","223.3157902","Up_right","0","118.8271621","1086.586829","117.5771545","0"
"366","1","472.3707275","311.1573792","389.8351898","159.7952118","554.9062653","462.5195465","0","402.4501038","209.6068726","382.6347752","195.8979549","422.2654324","223.3157902","Center_left","1","889.1670466","1086.586829","123.2939537","1"
"367","0","334.4858093","305.5978394","281.9913025","153.0995941","386.9803162","458.0960846","0","402.4408569","209.6002502","382.6006966","195.8946581","422.2810173","223.3058424","Up_right","0","120.05056","1087.684585","117.615584","0"
"367","1","472.3731384","311.1576538","389.8957291","159.7573853","554.8505478","462.5579224","0","402.4408569","209.6002502","382.6006966","195.8946581","422.2810173","223.3058424","Center_left","1","887.7191049","1087.684585","123.3062456","1"
"368","0","328.7524414","304.0776367","281.6527977","148.8906555","375.8520851","459.2646179","0","400.5308838","211.1298828","378.2030258","197.2376413","422.8587418","225.0221243","No_intersection","0","0","1240.735978","117.4369182","0"
"368","1","471.0099792","311.0627441","386.5746841","159.2174835","555.4452744","462.9080048","0","400.5308838","211.1298828","378.2030258","197.2376413","422.8587418","225.0221243","Center_left","1","1008.13378","1240.735978","122.2860567","1"
"369","0","326.3761292","303.5314331","278.0322685","143.6005096","374.7199898","463.4623566","0","400.4057312","213.8186798","378.2024479","200.2400618","422.6090145","227.3972979","No_intersection","0","0","1205.959614","116.3131982","0"
"369","1","471.2646179","310.8135376","385.2397766","162.3853302","557.2894592","459.241745","0","400.4057312","213.8186798","378.2024479","200.2400618","422.6090145","227.3972979","Center_left","1","1014.845216","1205.959614","120.1207071","1"
"370","0","323.62323","304.0129395","273.513195","142.7126312","373.7332649","465.3132477","0","403.2416992","220.6110535","382.2501678","209.337656","424.2332306","231.8844509","No_intersection","0","0","946.5835046","115.3038387","0"
"370","1","472.8553467","310.7433472","387.5808182","163.4398193","558.1298752","458.046875","0","403.2416992","220.6110535","382.2501678","209.337656","424.2332306","231.8844509","Center_left","1","826.394425","946.5835046","113.8854261","1"
"371","0","476.6699524","310.445343","398.8964539","159.9823303","554.4434509","460.9083557","0","402.2980652","226.4680328","379.1754475","215.6790333","425.4206829","237.2570324","Center_left","1","572.339791","997.8796495","112.1756044","1"
"371","1","322.1507263","304.4199219","270.6167412","147.5697479","373.6847115","461.2700958","0","402.2980652","226.4680328","379.1754475","215.6790333","425.4206829","237.2570324","No_intersection","0","0","997.8796495","111.8038145","0"
"372","0","474.3651733","310.8626404","389.8027115","163.5658722","558.9276352","458.1594086","0","401.2964172","229.7269592","374.4795265","218.132884","428.113308","241.3210344","Center_left","1","888.351873","1243.668191","109.1881032","1"
"372","1","322.2887878","303.4073486","270.2696342","149.9707336","374.3079414","456.8439636","0","401.2964172","229.7269592","374.4795265","218.132884","428.113308","241.3210344","No_intersection","0","0","1243.668191","108.032427","0"
"373","0","474.4377747","310.8327942","390.1652527","163.64505","558.7102966","458.0205383","0","401.2273865","229.7400513","374.4236774","218.1461954","428.0310955","241.3339071","Center_left","1","878.0222472","1243.033356","109.251059","1"
"373","1","322.1607971","303.4151917","269.9839439","150.0139008","374.3376503","456.8164825","0","401.2273865","229.7400513","374.4236774","218.1461954","428.0310955","241.3339071","No_intersection","0","0","1243.033356","108.0719754","0"
"374","0","475.9414063","310.5152283","395.0115433","163.9100342","556.8712692","457.1204224","0","400.6262817","235.5053101","372.7003193","224.163291","428.5522442","246.8473291","Center_left","1","760.8385395","1266.947196","106.2960762","1"
"374","1","321.2646484","303.6720886","264.3900223","153.7581177","378.1392746","453.5860596","0","400.6262817","235.5053101","372.7003193","224.163291","428.5522442","246.8473291","Up_right","0","123.3774697","1266.947196","104.6182515","0"
"376","0","320.7737427","303.4873047","260.1112366","157.2715912","381.4362488","449.7030182","0","413.1620789","246.8565216","396.5200939","235.2724628","429.8040638","258.4405804","No_intersection","0","0","771.1269258","108.3635098","0"
"376","1","477.1187744","310.4025269","396.2601471","162.8978577","557.9774017","457.907196","0","413.1620789","246.8565216","396.5200939","235.2724628","429.8040638","258.4405804","Inside","1","771.1269258","771.1269258","90.15849206","1"
"377","0","322.09375","304.021637","256.5948639","162.411438","387.5926361","445.6318359","0","410.9415588","252.8271027","392.5420132","240.9169559","429.3411045","264.7372494","No_intersection","0","0","876.5651535","102.5417646","0"
"377","1","477.2845154","310.1949158","396.696434","162.5610352","557.8725967","457.8287964","0","410.9415588","252.8271027","392.5420132","240.9169559","429.3411045","264.7372494","Center_left","1","777.6056298","876.5651535","87.70663523","1"
"378","0","318.6843872","303.1026001","255.3459091","157.7235413","382.0228653","448.4816589","0","415.5477295","257.8561707","398.0503902","245.5159349","433.0450687","270.1964064","No_intersection","0","0","863.6851625","106.9099923","0"
"378","1","478.9187012","310.7566833","401.1740494","164.6039124","556.663353","456.9094543","0","415.5477295","257.8561707","398.0503902","245.5159349","433.0450687","270.1964064","Center_left","1","786.5917825","863.6851625","82.54904176","1"
"379","0","318.72229","303.0753174","255.4328232","157.6877747","382.0117569","448.4628601","0","415.56427","257.8708191","398.0402298","245.4791937","433.0883102","270.2624445","No_intersection","0","0","868.605368","106.8728953","0"
"379","1","478.9061584","310.744812","401.1692734","164.6061859","556.6430435","456.8834381","0","415.56427","257.8708191","398.0402298","245.4791937","433.0883102","270.2624445","Center_left","1","791.0574962","868.605368","82.50972038","1"
"414","0","311.209137","300.7834778","256.4551086","149.8341827","365.9631653","451.7327728","0","413.400238","246.3161621","394.5505199","234.4364109","432.2499561","258.1959133","No_intersection","0","0","895.719845","115.8003006","0"
"414","1","478.3707581","309.8333435","398.5239334","160.0166779","558.2175827","459.6500092","0","413.400238","246.3161621","394.5505199","234.4364109","432.2499561","258.1959133","Center_left","1","801.3135181","895.719845","90.8603368","1"
"415","0","311.2874146","300.8370056","256.5875511","149.9501801","365.987278","451.7238312","0","413.4142151","246.2908936","394.5177078","234.516984","432.3107224","258.0648031","No_intersection","0","0","889.9430707","115.7806622","0"
"415","1","478.2780457","309.8551636","398.3812637","159.9619446","558.1748276","459.7483826","0","413.4142151","246.2908936","394.5177078","234.516984","432.3107224","258.0648031","Center_left","1","798.964755","889.9430707","90.81703","1"
"416","0","311.397583","300.5329285","256.0599251","149.6069489","366.7352409","451.4589081","0","409.2044983","236.9377594","389.0158653","224.8880939","429.3931313","248.9874249","No_intersection","0","0","973.0650926","116.6642113","0"
"416","1","475.2844238","308.9945679","393.5910263","158.9411774","556.9778214","459.0479584","0","409.2044983","236.9377594","389.0158653","224.8880939","429.3931313","248.9874249","Center_left","1","862.8067742","973.0650926","97.76880999","1"
"420","0","308.0873413","302.1405334","252.389534","150.7871552","363.7851486","453.4939117","0","402.5532227","206.4794769","380.7090759","195.4396839","424.3973694","217.5192699","No_intersection","0","0","964.6194338","134.4427033","0"
"420","1","474.1539612","310.1470032","389.4691162","162.0829468","558.8388062","458.2110596","0","402.5532227","206.4794769","380.7090759","195.4396839","424.3973694","217.5192699","Center_left","1","771.2013708","964.6194338","125.9905622","1"
"421","0","308.0585938","302.1355286","252.3266983","150.7784882","363.7904892","453.492569","0","402.5538635","206.4758148","380.7174988","195.4373951","424.3902283","217.5142345","No_intersection","0","0","964.1558372","134.4623994","0"
